"Channel"           "Time, ns"          "Count"             "Error"             "Fit"               "Chi^2"             
3250                5.854470e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.104179e+01        
3251                5.860633e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.103830e+01        
3252                5.866795e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.103487e+01        
3253                5.872958e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.103149e+01        
3254                5.879120e+00        2.300000e+01        4.690416e+00        1.082500e+01        1.102817e+01        
3255                5.885283e+00        5.000000e+00        2.000000e+00        1.082500e+01        1.102490e+01        
3256                5.891446e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.102168e+01        
3257                5.897608e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.101852e+01        
3258                5.903771e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.101541e+01        
3259                5.909933e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.101234e+01        
3260                5.916096e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.100933e+01        
3261                5.922259e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.100637e+01        
3262                5.928421e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.100345e+01        
3263                5.934584e+00        6.000000e+00        2.236068e+00        1.082500e+01        1.100058e+01        
3264                5.940746e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.099775e+01        
3265                5.946909e+00        2.100000e+01        4.472136e+00        1.082500e+01        1.099497e+01        
3266                5.953072e+00        1.500000e+01        3.741657e+00        1.082500e+01        1.099224e+01        
3267                5.959234e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.098955e+01        
3268                5.965397e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.098690e+01        
3269                5.971559e+00        7.000000e+00        2.449490e+00        1.082500e+01        1.098430e+01        
3270                5.977722e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.098174e+01        
3271                5.983885e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.097921e+01        
3272                5.990047e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.097673e+01        
3273                5.996210e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.097429e+01        
3274                6.002372e+00        2.000000e+01        4.358899e+00        1.082500e+01        1.097189e+01        
3275                6.008535e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.096953e+01        
3276                6.014698e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.096720e+01        
3277                6.020860e+00        1.500000e+01        3.741657e+00        1.082500e+01        1.096492e+01        
3278                6.027023e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.096266e+01        
3279                6.033185e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.096045e+01        
3280                6.039348e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.095827e+01        
3281                6.045511e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.095613e+01        
3282                6.051673e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.095402e+01        
3283                6.057836e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.095194e+01        
3284                6.063998e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.094990e+01        
3285                6.070161e+00        3.000000e+00        1.414214e+00        1.082500e+01        1.094789e+01        
3286                6.076324e+00        1.600000e+01        3.872983e+00        1.082500e+01        1.094591e+01        
3287                6.082486e+00        1.600000e+01        3.872983e+00        1.082500e+01        1.094397e+01        
3288                6.088649e+00        2.000000e+01        4.358899e+00        1.082500e+01        1.094206e+01        
3289                6.094811e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.094017e+01        
3290                6.100974e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.093832e+01        
3291                6.107137e+00        2.100000e+01        4.472136e+00        1.082500e+01        1.093650e+01        
3292                6.113299e+00        1.600000e+01        3.872983e+00        1.082500e+01        1.093470e+01        
3293                6.119462e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.093294e+01        
3294                6.125624e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.093120e+01        
3295                6.131787e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.092949e+01        
3296                6.137950e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.092781e+01        
3297                6.144112e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.092616e+01        
3298                6.150275e+00        1.400000e+01        3.605551e+00        1.082500e+01        1.092453e+01        
3299                6.156437e+00        2.100000e+01        4.472136e+00        1.082500e+01        1.092293e+01        
3300                6.162600e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.092135e+01        
3301                6.168763e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.091980e+01        
3302                6.174925e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.091828e+01        
3303                6.181088e+00        6.000000e+00        2.236068e+00        1.082500e+01        1.091678e+01        
3304                6.187250e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.091530e+01        
3305                6.193413e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.091385e+01        
3306                6.199576e+00        1.500000e+01        3.741657e+00        1.082500e+01        1.091242e+01        
3307                6.205738e+00        1.500000e+01        3.741657e+00        1.082500e+01        1.091101e+01        
3308                6.211901e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.090963e+01        
3309                6.218063e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.090827e+01        
3310                6.224226e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.090693e+01        
3311                6.230389e+00        7.000000e+00        2.449490e+00        1.082500e+01        1.090561e+01        
3312                6.236551e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.090432e+01        
3313                6.242714e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.090304e+01        
3314                6.248876e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.090178e+01        
3315                6.255039e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.090055e+01        
3316                6.261202e+00        7.000000e+00        2.449490e+00        1.082500e+01        1.089933e+01        
3317                6.267364e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.089814e+01        
3318                6.273527e+00        7.000000e+00        2.449490e+00        1.082500e+01        1.089696e+01        
3319                6.279689e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.089580e+01        
3320                6.285852e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.089466e+01        
3321                6.292015e+00        1.700000e+01        4.000000e+00        1.082500e+01        1.089354e+01        
3322                6.298177e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.089244e+01        
3323                6.304340e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.089136e+01        
3324                6.310502e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.089029e+01        
3325                6.316665e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.088924e+01        
3326                6.322828e+00        1.700000e+01        4.000000e+00        1.082500e+01        1.088821e+01        
3327                6.328990e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.088719e+01        
3328                6.335153e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.088619e+01        
3329                6.341315e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.088520e+01        
3330                6.347478e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.088424e+01        
3331                6.353641e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.088328e+01        
3332                6.359803e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.088234e+01        
3333                6.365966e+00        7.000000e+00        2.449490e+00        1.082500e+01        1.088142e+01        
3334                6.372128e+00        1.600000e+01        3.872983e+00        1.082500e+01        1.088051e+01        
3335                6.378291e+00        1.400000e+01        3.605551e+00        1.082500e+01        1.087962e+01        
3336                6.384454e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.087874e+01        
3337                6.390616e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.087788e+01        
3338                6.396779e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.087703e+01        
3339                6.402941e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.087619e+01        
3340                6.409104e+00        1.800000e+01        4.123106e+00        1.082500e+01        1.087537e+01        
3341                6.415267e+00        4.000000e+00        1.732051e+00        1.082500e+01        1.087456e+01        
3342                6.421429e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.087376e+01        
3343                6.427592e+00        5.000000e+00        2.000000e+00        1.082500e+01        1.087298e+01        
3344                6.433754e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.087220e+01        
3345                6.439917e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.087144e+01        
3346                6.446080e+00        1.500000e+01        3.741657e+00        1.082500e+01        1.087070e+01        
3347                6.452242e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.086996e+01        
3348                6.458405e+00        1.600000e+01        3.872983e+00        1.082500e+01        1.086924e+01        
3349                6.464567e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.086853e+01        
3350                6.470730e+00        1.400000e+01        3.605551e+00        1.082500e+01        1.086783e+01        
3351                6.476893e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.086714e+01        
3352                6.483055e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.086646e+01        
3353                6.489218e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.086579e+01        
3354                6.495380e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.086514e+01        
3355                6.501543e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.086449e+01        
3356                6.507706e+00        1.900000e+01        4.242641e+00        1.082500e+01        1.086386e+01        
3357                6.513868e+00        1.600000e+01        3.872983e+00        1.082500e+01        1.086323e+01        
3358                6.520031e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.086262e+01        
3359                6.526193e+00        1.700000e+01        4.000000e+00        1.082500e+01        1.086201e+01        
3360                6.532356e+00        7.000000e+00        2.449490e+00        1.082500e+01        1.086142e+01        
3361                6.538519e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.086083e+01        
3362                6.544681e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.086025e+01        
3363                6.550844e+00        6.000000e+00        2.236068e+00        1.082500e+01        1.085969e+01        
3364                6.557006e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.085913e+01        
3365                6.563169e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.085858e+01        
3366                6.569332e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.085804e+01        
3367                6.575494e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.085751e+01        
3368                6.581657e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.085698e+01        
3369                6.587819e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.085647e+01        
3370                6.593982e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.085596e+01        
3371                6.600145e+00        1.600000e+01        3.872983e+00        1.082500e+01        1.085547e+01        
3372                6.606307e+00        6.000000e+00        2.236068e+00        1.082500e+01        1.085498e+01        
3373                6.612470e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.085449e+01        
3374                6.618632e+00        1.400000e+01        3.605551e+00        1.082500e+01        1.085402e+01        
3375                6.624795e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.085355e+01        
3376                6.630958e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.085309e+01        
3377                6.637120e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.085264e+01        
3378                6.643283e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.085220e+01        
3379                6.649445e+00        1.500000e+01        3.741657e+00        1.082500e+01        1.085176e+01        
3380                6.655608e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.085133e+01        
3381                6.661771e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.085090e+01        
3382                6.667933e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.085049e+01        
3383                6.674096e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.085008e+01        
3384                6.680258e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.084967e+01        
3385                6.686421e+00        1.400000e+01        3.605551e+00        1.082500e+01        1.084928e+01        
3386                6.692584e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.084889e+01        
3387                6.698746e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.084850e+01        
3388                6.704909e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.084812e+01        
3389                6.711071e+00        5.000000e+00        2.000000e+00        1.082500e+01        1.084775e+01        
3390                6.717234e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.084739e+01        
3391                6.723397e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.084703e+01        
3392                6.729559e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.084667e+01        
3393                6.735722e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.084632e+01        
3394                6.741884e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.084598e+01        
3395                6.748047e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.084564e+01        
3396                6.754210e+00        1.400000e+01        3.605551e+00        1.082500e+01        1.084531e+01        
3397                6.760372e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.084498e+01        
3398                6.766535e+00        5.000000e+00        2.000000e+00        1.082500e+01        1.084466e+01        
3399                6.772697e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.084435e+01        
3400                6.778860e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.084404e+01        
3401                6.785023e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.084373e+01        
3402                6.791185e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.084343e+01        
3403                6.797348e+00        1.400000e+01        3.605551e+00        1.082500e+01        1.084313e+01        
3404                6.803510e+00        7.000000e+00        2.449490e+00        1.082500e+01        1.084284e+01        
3405                6.809673e+00        6.000000e+00        2.236068e+00        1.082500e+01        1.084255e+01        
3406                6.815836e+00        1.400000e+01        3.605551e+00        1.082500e+01        1.084227e+01        
3407                6.821998e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.084199e+01        
3408                6.828161e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.084172e+01        
3409                6.834323e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.084145e+01        
3410                6.840486e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.084119e+01        
3411                6.846649e+00        6.000000e+00        2.236068e+00        1.082500e+01        1.084093e+01        
3412                6.852811e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.084067e+01        
3413                6.858974e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.084042e+01        
3414                6.865136e+00        1.400000e+01        3.605551e+00        1.082500e+01        1.084017e+01        
3415                6.871299e+00        1.500000e+01        3.741657e+00        1.082500e+01        1.083993e+01        
3416                6.877462e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.083968e+01        
3417                6.883624e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.083945e+01        
3418                6.889787e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.083922e+01        
3419                6.895949e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.083899e+01        
3420                6.902112e+00        1.500000e+01        3.741657e+00        1.082500e+01        1.083876e+01        
3421                6.908275e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.083854e+01        
3422                6.914437e+00        1.400000e+01        3.605551e+00        1.082500e+01        1.083832e+01        
3423                6.920600e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.083811e+01        
3424                6.926762e+00        4.000000e+00        1.732051e+00        1.082500e+01        1.083790e+01        
3425                6.932925e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.083769e+01        
3426                6.939088e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.083749e+01        
3427                6.945250e+00        1.600000e+01        3.872983e+00        1.082500e+01        1.083729e+01        
3428                6.951413e+00        1.400000e+01        3.605551e+00        1.082500e+01        1.083709e+01        
3429                6.957575e+00        6.000000e+00        2.236068e+00        1.082500e+01        1.083689e+01        
3430                6.963738e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.083670e+01        
3431                6.969901e+00        7.000000e+00        2.449490e+00        1.082500e+01        1.083651e+01        
3432                6.976063e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.083633e+01        
3433                6.982226e+00        1.600000e+01        3.872983e+00        1.082500e+01        1.083615e+01        
3434                6.988388e+00        6.000000e+00        2.236068e+00        1.082500e+01        1.083597e+01        
3435                6.994551e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.083579e+01        
3436                7.000714e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.083562e+01        
3437                7.006876e+00        7.000000e+00        2.449490e+00        1.082500e+01        1.083545e+01        
3438                7.013039e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.083528e+01        
3439                7.019201e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.083511e+01        
3440                7.025364e+00        7.000000e+00        2.449490e+00        1.082500e+01        1.083495e+01        
3441                7.031527e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.083479e+01        
3442                7.037689e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.083463e+01        
3443                7.043852e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.083448e+01        
3444                7.050014e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.083433e+01        
3445                7.056177e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.083418e+01        
3446                7.062340e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.083403e+01        
3447                7.068502e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.083388e+01        
3448                7.074665e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.083374e+01        
3449                7.080827e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.083360e+01        
3450                7.086990e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.083346e+01        
3451                7.093153e+00        5.000000e+00        2.000000e+00        1.082500e+01        1.083332e+01        
3452                7.099315e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.083319e+01        
3453                7.105478e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.083306e+01        
3454                7.111640e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.083293e+01        
3455                7.117803e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.083280e+01        
3456                7.123966e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.083268e+01        
3457                7.130128e+00        1.400000e+01        3.605551e+00        1.082500e+01        1.083255e+01        
3458                7.136291e+00        7.000000e+00        2.449490e+00        1.082500e+01        1.083243e+01        
3459                7.142453e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.083231e+01        
3460                7.148616e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.083219e+01        
3461                7.154779e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.083208e+01        
3462                7.160941e+00        1.600000e+01        3.872983e+00        1.082500e+01        1.083196e+01        
3463                7.167104e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.083185e+01        
3464                7.173266e+00        1.000000e+01        3.000000e+00        1.082500e+01        1.083174e+01        
3465                7.179429e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.083163e+01        
3466                7.185592e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.083153e+01        
3467                7.191754e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.083142e+01        
3468                7.197917e+00        1.700000e+01        4.000000e+00        1.082500e+01        1.083132e+01        
3469                7.204079e+00        7.000000e+00        2.449490e+00        1.082500e+01        1.083122e+01        
3470                7.210242e+00        1.400000e+01        3.605551e+00        1.082500e+01        1.083112e+01        
3471                7.216405e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.083102e+01        
3472                7.222567e+00        1.700000e+01        4.000000e+00        1.082500e+01        1.083092e+01        
3473                7.228730e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.083083e+01        
3474                7.234892e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.083073e+01        
3475                7.241055e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.083064e+01        
3476                7.247218e+00        4.000000e+00        1.732051e+00        1.082500e+01        1.083055e+01        
3477                7.253380e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.083046e+01        
3478                7.259543e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.083037e+01        
3479                7.265705e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.083029e+01        
3480                7.271868e+00        1.300000e+01        3.464102e+00        1.082500e+01        1.083020e+01        
3481                7.278031e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.083012e+01        
3482                7.284193e+00        5.000000e+00        2.000000e+00        1.082500e+01        1.083004e+01        
3483                7.290356e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.082995e+01        
3484                7.296518e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.082987e+01        
3485                7.302681e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.082980e+01        
3486                7.308844e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.082972e+01        
3487                7.315006e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.082964e+01        
3488                7.321169e+00        6.000000e+00        2.236068e+00        1.082500e+01        1.082957e+01        
3489                7.327331e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.082950e+01        
3490                7.333494e+00        7.000000e+00        2.449490e+00        1.082500e+01        1.082942e+01        
3491                7.339657e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.082935e+01        
3492                7.345819e+00        1.200000e+01        3.316625e+00        1.082500e+01        1.082928e+01        
3493                7.351982e+00        1.500000e+01        3.741657e+00        1.082500e+01        1.082921e+01        
3494                7.358144e+00        8.000000e+00        2.645751e+00        1.082500e+01        1.082915e+01        
3495                7.364307e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.082908e+01        
3496                7.370470e+00        9.000000e+00        2.828427e+00        1.082500e+01        1.082901e+01        
3497                7.376632e+00        1.400000e+01        3.605551e+00        1.082500e+01        1.082895e+01        
3498                7.382795e+00        1.400000e+01        3.605551e+00        1.082500e+01        1.082889e+01        
3499                7.388957e+00        6.000000e+00        2.236068e+00        1.082500e+01        1.082883e+01        
3500                7.395120e+00        1.100000e+01        3.162278e+00        1.082500e+01        1.082879e+01        
